S_INFO_WINDCODE,TRADE_DT,S_DQ_ADJPRECLOSE,S_DQ_OPEN,S_DQ_ADJCLOSE,S_DQ_LIMIT,S_DQ_STOPPING,S_DQ_TRADESTATUS,WIND_PRI_IND,S_VAL_MV,S_DQ_TURN,RETURN,RETURN_NXT,S_DQ_TURN_winsorized,lnMV,turnover
600515.SH,2010-01-04,18.1500,8.2800,18.2800,8.6000,7.7800,交易,Consumer Discretionary,243836.972,1.5472,0.007162534435261707988980716,0.009846827133479212253829322,1.5472,12.404255133424313,-0.9065167974699675
600552.SH,2010-01-04,34.0300,19.3600,34.3500,21.1800,17.3300,交易,Materials,227331.0,2.0592,0.009403467528651190126359095,0.049490538573508005822416303,2.0592,12.334162384175196,-0.7276513312616153
600466.SH,2010-01-04,18.0400,10.6400,17.8000,11.7000,9.5800,交易,Health Care,184382.4591,1.6661,-0.0133037694013303769401330377,0.001123595505617977528089888,1.6661,12.124767461393487,-0.8990246802372713
600891.SH,2010-01-04,19.5600,8.8600,19.3400,9.2900,8.4100,交易,Consumer Discretionary,213118.6173,2.3949,-0.0112474437627811860940695297,0.011375387797311271975180972,2.3949,12.269604178418971,-0.6127816261595241
601872.SH,2010-01-04,5.8300,5.6900,5.7600,6.2300,5.0900,交易,Industrials,1919269.3026,0.2790,-0.0120068610634648370497427101,0.015625,1.0639,14.46745510000573,-0.8170473729350072
002151.SZ,2010-01-04,58.1100,34.4200,58.4100,37.1000,30.3600,交易,Industrials,308320.5,8.4902,0.005162622612287041817243160,0.099982879643896593049135422,8.4902,12.638895105338626,1.6722893360728093
600106.SH,2010-01-04,20.6200,9.8000,20.1100,10.7100,8.7700,交易,Industrials,391979.5,2.9498,-0.0247332686711930164888457808,0.010442565887618100447538538,2.9498,12.878964821486752,-0.33028496439323424
000533.SZ,2010-01-04,19.9000,11.1600,20.2000,12.2900,10.0500,交易,Industrials,652821.12,2.2783,0.015075376884422110552763819,0.001980198019801980198019802,2.2783,13.389058435049865,-0.510783204191576
600291.SH,2010-01-04,44.0200,16.5700,43.9600,18.1900,14.8900,交易,Materials,528640.0,1.9577,-0.0013630168105406633348477965,-0.0004549590536851683348498635,1.9577,13.178062949874695,-0.6557521595910164
600192.SH,2010-01-04,17.8400,12.1700,17.8400,13.4000,10.9600,交易,Industrials,346874.22,2.7135,0,0.005605381165919282511210762,2.7135,12.756717514831658,-0.43283204029792005
002121.SZ,2010-01-04,82.3600,20.5800,85.6700,22.4200,18.3400,交易,Industrials,508800.0,5.9310,0.040189412336085478387566780,0.020777401657523053577681802,5.9310,13.13981029100805,0.797715939630398
600624.SH,2010-01-04,102.3200,10.1500,103.1400,11.0900,9.0700,交易,Industrials,350677.5156,1.9226,0.008014073494917904612978890,0.005914291254605390731045181,1.9226,12.767622321155926,-0.7217246094629455
000301.SZ,2010-01-04,13.9400,7.0300,14.0400,7.7000,6.3000,交易,Industrials,858856.6937,1.1631,0.007173601147776183644189383,-0.0128205128205128205128205128,1.1631,13.663357357828827,-0.884642433092626
000738.SZ,2010-01-04,20.6700,11.6300,20.7600,12.2700,11.1100,交易,Industrials,467017.2,2.4187,0.004354136429608127721335269,0.011560693641618497109826590,2.4187,13.054121366807914,-0.5025715819055006
002197.SZ,2010-01-04,38.0100,25.2000,39.2500,27.3200,22.3600,交易,Information Technology,336386.925,34.3994,0.032622993948960799789529071,0.010191082802547770700636943,10.9325,12.726017338905834,2.58001439791561
000153.SZ,2010-01-04,41.1200,7.5700,40.5200,8.3100,6.8000,交易,Health Care,193446.8448,2.0468,-0.0145914396887159533073929961,0.004195459032576505429417572,2.0468,12.172758049837983,-0.7530798061534337
000811.SZ,2010-01-04,55.0700,13.4100,55.5300,14.7000,12.0200,交易,Industrials,236232.3206,2.3658,0.008353005266025059015798075,-0.0111651359625427696740500630,2.3658,12.372571009116674,-0.610144552217011
300003.SZ,2010-01-04,51.2000,51.5900,51.5000,56.3200,46.0800,交易,Health Care,2090900.0,2.5684,0.005859375,0.003106796116504854368932039,2.5684,14.553105153259514,-0.25373603648300025
600530.SH,2010-01-04,23.5400,10.2800,23.3100,11.2100,9.1700,交易,Consumer Staples,314808.0,1.7600,-0.0097706032285471537807986406,0.015015015015015015015015015,1.7600,12.659718208163092,-0.7953645658963757
600661.SH,2010-01-04,45.6900,9.0500,45.6400,9.9900,8.1700,交易,Industrials,157524.8803,1.6696,-0.0010943313635368789669511928,0.008983347940403155127081507,1.6696,11.967338694930584,-0.918102771663397
002158.SZ,2010-01-04,20.5900,19.3800,20.7400,20.7800,17.0000,交易,Industrials,300721.575,3.2289,0.007285089849441476444876153,0.011571841851494696239151398,3.2289,12.613940115654511,-0.26212005872851973
002213.SZ,2010-01-04,14.0400,13.9100,14.1200,15.1600,12.4000,交易,Consumer Discretionary,142758.0,3.7678,0.005698005698005698005698006,0.021954674220963172804532578,3.7678,11.868906167979484,-0.1606817799324019
002227.SZ,2010-01-04,22.0800,21.9600,21.9100,24.0800,19.7000,交易,Industrials,235829.1354,3.2841,-0.0076992753623188405797101449,0.020082154267457781834778640,3.2841,12.370862819248963,-0.2732997492979318
000048.SZ,2010-01-04,29.2100,4.9900,29.6200,5.2000,4.7000,交易,Consumer Staples,196165.8728,1.0085,0.014036288942143101677507703,-0.0057393652937204591492234976,1.0639,12.186715870107275,-1.1120518612008337
600602.SH,2010-01-04,4093.4300,8.3300,4088.3200,8.8000,7.2000,交易,Information Technology,937181.5225,5.8894,-0.0012483418551190566346560220,0.010011447244834063869755792,5.8894,13.750632269779082,0.8614538678903656
600701.SH,2010-01-04,23.4200,4.9500,23.5200,5.2000,4.7000,交易,Consumer Staples,247894.6222,2.1675,0.004269854824935952177625961,-0.0144557823129251700680272109,2.1675,12.420759024363209,-0.6766984470096103
000582.SZ,2010-01-04,52.0400,15.7200,53.4300,16.8900,13.8200,交易,Industrials,223985.2318,6.4367,0.026710222905457340507302075,-0.0037432154220475388358600037,6.4367,12.31933539919945,0.8772100392864836
600127.SH,2010-01-04,42.9900,8.6500,42.5800,9.3000,7.6100,交易,Consumer Staples,455712.6994,9.5446,-0.0095371016515468713654338218,0.023954908407703147017379051,9.5446,13.029617844759217,2.10984956719123
300010.SZ,2010-01-04,32.7900,32.9900,32.8400,36.0700,29.5100,交易,Information Technology,345312.6,4.7906,0.001524855138761817627325404,-0.0076126674786845310596833130,4.7906,12.752205372721027,0.328992336364339
600321.SH,2010-01-04,19.6200,10.5300,19.3400,11.5700,9.4700,交易,Industrials,236187.12,3.4919,-0.0142711518858307849133537207,-0.0067218200620475698035160290,3.4919,12.37237965119931,-0.19682971787385742
600529.SH,2010-01-04,54.2100,15.0200,53.3700,16.4300,13.4500,交易,Health Care,378606.1433,2.2763,-0.0154952960708356391809629220,0.007494847292486415589282368,2.2763,12.84425174398599,-0.5819858766391722
600475.SH,2010-01-04,43.7600,18.9000,44.2500,20.5600,16.8200,交易,Industrials,483840.0,1.8889,0.011197440585009140767824497,0.009039548022598870056497175,1.8889,13.08950955253325,-0.6924595068695939
600990.SH,2010-01-04,71.3400,52.0900,70.0700,57.3000,46.8800,交易,Industrials,300820.8,0.9004,-0.0178020745724698626296607794,0.000713572142143570714999286,1.0639,12.614270017603314,-1.0567494439693748
600116.SH,2010-01-04,17.1300,9.3800,17.2800,10.2700,8.4100,交易,Utilities,197408.5344,3.0806,0.008756567425569176882661996,0.004050925925925925925925926,3.0806,12.193030639089507,-0.37099713262884465
002099.SZ,2010-01-04,18.3100,11.9900,18.6800,13.0600,10.6800,交易,Health Care,194365.5,5.4958,0.020207536865101037684325505,0.011777301927194860813704497,5.4958,12.177495686123162,0.5135024678953249
600630.SH,2010-01-04,32.0500,10.2500,32.3000,11.2300,9.1900,交易,Consumer Discretionary,437182.5833,2.7462,0.007800312012480499219968799,-0.0086687306501547987616099071,2.7462,12.988106197574266,-0.3909001725519158
300016.SZ,2010-01-04,34.8000,34.9100,34.9000,38.2800,31.3200,交易,Health Care,236930.8336,3.9398,0.002873563218390804597701149,-0.0117478510028653295128939828,3.9398,12.375523536173084,-0.03201955198198852
600543.SH,2010-01-04,32.0800,13.2400,32.8400,14.4400,11.8200,交易,Consumer Staples,431585.28,2.7720,0.023690773067331670822942643,0.030450669914738124238733252,2.7720,12.975220406131124,-0.38309690313714595
002139.SZ,2010-01-04,45.5300,16.4000,44.8500,17.7000,14.4800,交易,Information Technology,221900.0,10.6175,-0.0149352075554579398198989677,0.071794871794871794871794872,10.6175,12.309982108920686,2.4105798751975334
600235.SH,2010-01-04,19.0600,9.0800,19.3400,9.9600,8.1500,交易,Materials,241801.2,5.8007,0.014690451206715634837355719,-0.0118924508790072388831437435,5.8007,12.39587117992967,0.653663249000677
000989.SZ,2010-01-04,42.1600,14.2000,40.7800,15.7100,12.8500,交易,Health Care,410992.8751,3.0935,-0.0327324478178368121442125237,-0.0022069641981363413437959784,3.0935,12.926331157804995,-0.27141264888582656
000851.SZ,2010-01-04,18.5800,11.0700,20.4400,12.1000,9.9000,交易,Information Technology,402809.0,18.4176,0.100107642626480086114101184,0.045499021526418786692759295,10.9325,12.906217783171765,2.6033226039345476
600781.SH,2010-01-04,23.7900,11.2600,23.6500,12.3300,10.0900,交易,Health Care,197838.4505,2.4205,-0.0058848255569567044976881042,0.005073995771670190274841438,2.4205,12.195206070078092,-0.6130081394795619
600179.SH,2010-01-04,10.9300,6.8300,10.8500,7.4900,6.1300,交易,Energy,263640.0,2.2096,-0.0073193046660567246111619396,0.070046082949308755760368664,2.2096,12.482339815166656,-0.6532802420093848
002016.SZ,2010-01-04,46.7300,12.0800,45.4800,13.2100,10.8100,交易,Financials,539489.8527,5.6009,-0.0267494115129467151722662101,-0.0299032541776605101143359719,5.6009,13.19837925479167,0.6841270528371096
600159.SH,2010-01-04,42.1300,18.1000,43.6100,19.7600,16.1600,交易,Financials,771488.0041,2.4870,0.035129361500118680275338239,-0.0075670717725292364136665902,2.4870,13.556076401863432,-0.41257591490894735
600676.SH,2010-01-04,95.9300,8.4200,98.8100,9.1900,7.5200,交易,Consumer Discretionary,629000.5153,8.7187,0.030021890962159908266444282,0.010424046149175184697905070,8.7187,13.351887354919127,1.8483838835217081
000948.SZ,2010-01-04,26.5500,15.8100,27.0400,17.2300,14.0900,交易,Industrials,335828.7668,6.5963,0.018455743879472693032015066,-0.0218195266272189349112426036,6.5963,12.724356686424551,0.988179750471206
000915.SZ,2010-01-04,20.2000,8.6700,20.1000,9.4800,7.7600,交易,Industrials,154658.7806,2.7385,-0.0049504950495049504950495050,0.025870646766169154228855721,2.7385,11.948976553740376,-0.5281337480652475
002210.SZ,2010-01-04,18.3100,12.2600,18.7900,13.2000,10.8000,交易,Industrials,251328.0,15.2828,0.026215182960131075914800655,0.039382650345928685470995210,10.9325,12.434514137937681,2.5423096259267104
600877.SH,2010-01-04,36.1100,7.7800,37.5900,8.5600,7.0000,交易,Consumer Discretionary,556698.4524,3.6488,0.040985876488507338687344226,0.006118648576749135408353285,3.6488,13.229778994214438,-0.02833776228734468
600732.SH,2010-01-04,26.2700,9.8200,26.0300,10.7800,8.8200,交易,Financials,240798.8726,1.6093,-0.0091358964598401218119527979,-0.0038417210910487898578563196,1.6093,12.391717310512155,-0.8853444570585306
000070.SZ,2010-01-04,13.8500,9.8000,14.1200,10.7800,8.8200,交易,Information Technology,249750.0,1.9748,0.019494584837545126353790614,0.031161473087818696883852691,1.9748,12.4282156965108,-0.7464652751813238
600090.SH,2010-01-04,44.9300,9.1700,45.7600,10.1100,8.2700,交易,Consumer Staples,344369.9807,2.8220,0.018473180503004673937235700,0.020323426573426573426573427,2.8220,12.74947188368328,-0.3939438673246988
002268.SZ,2010-01-04,43.7000,36.1400,44.2200,39.7300,32.5100,交易,Information Technology,294294.9201,1.8009,0.011899313501144164759725400,0.068294889190411578471279964,1.8009,12.592337673114386,-0.7890674569694978
002060.SZ,2010-01-04,11.2600,9.1400,10.9400,10.0100,8.1900,交易,Industrials,293841.6,4.9818,-0.0284191829484902309058614565,0.021023765996343692870201097,4.9818,12.590796125618937,0.3782954342254438
000806.SZ,2010-01-04,52.0300,6.1300,51.6900,6.7300,5.5100,交易,Industrials,425122.6969,2.0108,-0.0065346915241206995963867000,0.031340684852002321532211259,2.0108,12.96013310482937,-0.6644499415491436
600218.SH,2010-01-04,18.3700,9.6000,17.9700,10.5200,8.6000,交易,Industrials,264979.0,1.9188,-0.0217746325530756668481219379,0.006121313299944351697273233,1.9188,12.487405856545267,-0.7593642927489058
600149.SH,2010-01-04,17.4800,6.0500,17.2200,6.3500,5.7500,交易,Information Technology,226575.36,1.4697,-0.0148741418764302059496567506,-0.0203252032520325203252032520,1.4697,12.330832883799575,-0.9444603617598063
600775.SH,2010-01-04,13.2600,9.7000,13.5500,10.6000,8.6800,交易,Information Technology,645189.775,2.3495,0.021870286576168929110105581,-0.0169741697416974169741697417,2.3495,13.377299777308481,-0.48616988986797877
600382.SH,2010-01-04,26.0300,8.9900,25.2400,9.7700,7.9900,交易,Industrials,294243.8226,6.8282,-0.0303495966192854398770649251,0.034865293185419968304278922,6.8282,12.592164031189323,1.056200998077855
600756.SH,2010-01-04,48.1000,14.2200,49.0100,15.6100,12.7700,交易,Information Technology,268712.3779,2.9878,0.018918918918918918918918919,0.040195878392164864313405427,2.9878,12.501396859415303,-0.3651738140881805
002301.SZ,2010-01-04,35.2000,35.2300,35.0000,38.7200,31.6800,交易,Industrials,435866.6655,2.3642,-0.0056818181818181818181818182,-0.0014285714285714285714285714,2.3642,12.985091662487424,-0.5315047444872703
600461.SH,2010-01-04,15.3500,11.2000,15.3400,12.2800,10.0400,交易,Utilities,156100.0,3.3577,-0.0006514657980456026058631922,0.000651890482398956975228162,3.3577,11.958252106503524,-0.29965411368324923
600626.SH,2010-01-04,49.8200,8.1000,48.6500,8.9100,7.2900,交易,Consumer Discretionary,374534.7119,2.0390,-0.0234845443596949016459253312,-0.0127440904419321685508735868,2.0390,12.83343976629562,-0.6704862929502813
002047.SZ,2010-01-04,18.1300,9.2000,18.0100,10.0400,8.2200,交易,Consumer Discretionary,257171.2489,1.9654,-0.0066188637617209045780474352,-0.0044419766796224319822320933,1.9654,12.45749748010497,-0.7461281019424794
600779.SH,2010-01-04,133.7900,22.9300,131.9800,25.2000,20.6200,交易,Consumer Staples,1104113.2775,2.5766,-0.0135286643246879437925106510,-0.0004546143355053796029701470,2.5766,13.914553106986657,-0.3333203438185413
002144.SZ,2010-01-04,13.4300,13.2900,13.5600,14.5600,11.9200,交易,Consumer Discretionary,143404.6368,2.2930,0.009679821295606850335070737,0.082595870206489675516224189,2.2930,11.873425541352935,-0.701428556237696
600577.SH,2010-01-04,41.9200,8.0900,41.5000,8.8600,7.2500,交易,Industrials,234700.56,1.6622,-0.0100190839694656488549618321,0.011325301204819277108433735,1.6622,12.36606576786098,-0.8692452212170597
600297.SH,2010-01-04,29.3500,9.2400,28.9100,10.1600,8.3200,交易,Consumer Staples,318500.0,1.3802,-0.0149914821124361158432708688,0.008647526807333102732618471,1.3802,12.671377753994355,-0.9332635852647181
002165.SZ,2010-01-04,59.5800,27.8100,59.9600,30.5100,24.9700,交易,Materials,439740.0,2.3450,0.006377979187646861362873447,-0.0010006671114076050700466978,2.3450,12.99393892214795,-0.5374078249722092
000544.SZ,2010-01-04,21.5100,10.2000,21.3400,11.3400,9.2800,交易,Utilities,275657.3744,6.3717,-0.0079033007903300790330079033,0.012652296157450796626054358,6.3717,12.52691397642617,0.8802009827878555
600113.SH,2010-01-04,17.2700,9.2500,17.1700,10.1200,8.2800,交易,Financials,134962.5,0.7866,-0.0057903879559930515344528083,0.005824111822947000582411182,1.0639,11.812752241055396,-1.1604225594254585
000600.SZ,2010-01-04,39.3800,6.9500,39.1600,7.6200,6.2400,交易,Utilities,629511.8234,0.7944,-0.0055865921787709497206703911,0.005617977528089887640449438,1.0639,13.352699914498258,-0.9612364931690419
002046.SZ,2010-01-04,31.6100,15.7800,31.7100,17.3600,14.2000,交易,Industrials,171106.47,2.8813,0.003163555836760518823157229,0.008199306212551245663828445,2.8813,12.050041273309123,-0.46264611033114955
600714.SH,2010-01-04,29.3800,11.2700,29.0700,11.7600,10.6400,交易,Energy,302932.2314,0.6968,-0.0105513955071477195371000681,0.017199862401100791193670451,1.0639,12.621264400730285,-1.0558447485144722
000014.SZ,2010-01-04,82.0500,15.5100,80.3600,17.0500,13.9500,交易,Financials,306188.4739,2.0047,-0.0205971968312004875076173065,-0.0329766052762568442010950722,2.0047,12.631956119106633,-0.7091373505830645
600855.SH,2010-01-04,17.2100,10.8500,17.3300,11.8500,9.6900,交易,Industrials,317182.736,2.6370,0.006972690296339337594421848,-0.0069244085401038661281015580,2.6370,12.66723334103216,-0.4724860961067917
002299.SZ,2010-01-04,25.0300,25.3600,25.7500,27.5300,22.5300,交易,Consumer Staples,1055750.0,13.1681,0.028765481422293248102277267,0.019417475728155339805825243,10.9325,13.86976197279619,2.727953187236401
600375.SH,2010-01-04,51.0300,15.2000,51.4100,16.3900,13.4100,交易,Industrials,281409.3563,3.1150,0.007446600039192631785224378,0.005251896518187123127796149,3.1150,12.547565672221271,-0.31251278557102463
600735.SH,2010-01-04,36.5000,13.8700,36.6100,15.2600,12.4800,交易,Industrials,215344.794,2.6296,0.003013698630136986301369863,0.040152963671128107074569790,2.6296,12.279995715590557,-0.5252899327224728
000592.SZ,2010-01-04,17.8000,7.3300,17.7300,7.9800,6.5300,交易,Materials,418075.2299,7.2231,-0.0039325842696629213483146067,-0.0045121263395375070501974055,7.2231,12.943416671150505,1.2465837721539814
600763.SH,2010-01-04,12.6400,10.4400,12.5300,11.5800,9.4800,交易,Health Care,167374.08,2.7740,-0.0087025316455696202531645570,0.019154030327214684756584198,2.7740,12.027986586339084,-0.5048836972654936
600363.SH,2010-01-04,34.8900,11.0000,36.8400,12.2000,9.9800,交易,Information Technology,434214.7043,9.6634,0.055889939810834049871023216,0.008414766558089033659066232,9.6634,12.981294401122375,2.1472051464754722
002296.SZ,2010-01-04,64.8900,64.3100,65.2700,71.3800,58.4000,交易,Information Technology,401410.5,5.5099,0.005856064108491292957312375,0.031254787804504366477707982,5.5099,12.90273987344769,0.6124853623084204
000059.SZ,2010-01-04,17.5200,11.6500,17.8500,12.7800,10.4600,交易,Materials,1421399.5385,1.3098,0.018835616438356164383561644,0.024089635854341736694677871,1.3098,14.167152534694987,-0.7656317122063062
002012.SZ,2010-01-04,30.8600,12.2800,30.6400,13.4800,11.0300,交易,Materials,236863.7864,1.9813,-0.0071289695398574206092028516,0.050913838120104438642297650,1.9813,12.375240513962119,-0.7509315515130741
002104.SZ,2010-01-04,55.1900,21.2200,56.2100,23.2200,19.0000,交易,Information Technology,631584.0,4.1079,0.018481608987135350606994021,0.004625511474826543319694005,4.1079,13.355986228553833,0.1565011607101282
600691.SH,2010-01-04,33.8100,10.7800,34.1000,11.2200,10.1600,交易,Materials,123408.3922,4.5064,0.008577343981070689145223307,0.023167155425219941348973607,4.5064,11.723254396244705,0.09158488098226888
600405.SH,2010-01-04,33.4400,9.9000,33.8500,10.7600,8.8000,交易,Industrials,206600.328,3.5089,0.012260765550239234449760766,0.030428360413589364844903988,3.5089,12.23854142327532,-0.20790123767158952
002324.SZ,2010-01-04,34.6200,34.7000,34.4100,38.0800,31.1600,交易,Materials,464535.0,18.6429,-0.0060658578856152512998266898,-0.0252833478639930252833478640,10.9325,13.04879218423591,2.621764031904201
000790.SZ,2010-01-04,36.6600,9.1800,37.1800,10.0900,8.2500,交易,Industrials,185673.384,2.8641,0.014184397163120567375886525,0,2.8641,12.131744409120062,-0.4583914667847937
600592.SH,2010-01-04,35.3500,11.8100,35.6400,13.0100,10.6500,交易,Industrials,357900.0,5.7856,0.008203677510608203677510608,0.021043771043771043771043771,5.7856,12.788008896754118,0.69884217629384
600386.SH,2010-01-04,35.1300,14.6500,35.9700,16.0600,13.1400,交易,Industrials,602784.0,1.2863,0.023911187019641332194705380,0.032805115373922713372254657,1.2863,13.309314202581946,-0.885215436633658
600644.SH,2010-01-04,119.1600,10.8000,119.0500,11.5600,9.4600,交易,Utilities,342804.1376,1.7519,-0.0009231285666330983551527358,0.017135657286854262914741705,1.7519,12.744914535644588,-0.7873178999759345
600206.SH,2010-01-04,25.3400,12.2900,27.2500,13.4400,11.0000,交易,Information Technology,285795.0,21.3465,0.075374901341752170481452249,0.015412844036697247706422018,10.9325,12.563030049573294,2.5589326445730673
600163.SH,2010-01-04,12.6700,5.4000,12.7900,5.9300,4.8500,交易,Materials,392452.4582,1.7709,0.009471191791633780584056827,-0.0039093041438623924941360438,1.7709,12.880170683263206,-0.762849031502486
002071.SZ,2010-01-04,10.1200,9.9200,9.9800,11.0000,9.0000,交易,Industrials,120962.48,1.6186,-0.0138339920948616600790513834,0.047094188376753507014028056,1.6186,11.703235693848686,-0.9709831949525225
600501.SH,2010-01-04,42.7700,11.2300,43.5700,12.2700,10.0400,交易,Industrials,368521.808,3.3716,0.018704699555763385550619593,0.009639660316731696121184301,3.3716,12.817255169321763,-0.18344345505293128
002297.SZ,2010-01-04,28.0200,28.1800,28.1000,30.8200,25.2200,交易,Materials,300670.0,4.9036,0.002855103497501784439685939,0.007117437722419928825622776,4.9036,12.613768596789697,0.3525632032991007
000903.SZ,2010-01-04,39.6800,13.6000,38.9800,14.9900,12.2700,交易,Industrials,506409.8,3.8016,-0.0176411290322580645161290323,0.012570548999486916367367881,3.8016,13.13510150191553,0.015501944689009693
002198.SZ,2010-01-04,21.9900,22.1500,22.4500,24.1900,19.7900,交易,Health Care,184090.0,6.1709,0.020918599363346975898135516,0.012026726057906458797327394,6.1709,12.123180047440608,0.7542751586449646
000892.SZ,2010-01-04,25.9500,10.5500,27.2500,10.9600,9.9200,交易,Information Technology,453609.0605,0.9758,0.050096339113680154142581888,0.002568807339449541284403670,1.0639,13.024991005843455,-1.0036243284947695
600051.SH,2010-01-04,49.9600,12.7100,48.8900,13.8700,11.3500,交易,Industrials,373161.6,2.1213,-0.0214171337069655724579663731,-0.0128860707711188382082225404,2.1213,12.829766848770712,-0.6407528203492648
000802.SZ,2010-01-04,24.6600,15.2000,24.2700,16.6500,13.6300,交易,Consumer Discretionary,204860.3682,3.4036,-0.0158150851581508515815085158,-0.0127729707457766790276060981,3.4036,12.230083895313912,-0.24764597838992455
000416.SZ,2010-01-04,80.6900,8.8200,80.6900,9.6600,7.9000,交易,Consumer Discretionary,466983.1717,1.1100,0,0.002230759697608129879786839,1.1100,13.054048501098121,-0.9829446652930617
600713.SH,2010-01-04,48.0400,9.7000,48.2400,10.6300,8.6900,交易,Health Care,291892.7298,1.8312,0.004163197335553705245628643,0.001036484245439469320066335,1.8312,12.584141650057214,-0.7790058414848683
600771.SH,2010-01-04,35.4000,6.6400,34.8200,6.9800,6.3200,交易,Health Care,159450.7185,1.3687,-0.0163841807909604519774011299,0.006031016657093624353819644,1.3687,11.97949017854282,-1.0269775949016795
600185.SH,2010-01-04,28.8600,13.0300,29.5500,13.5300,12.2500,交易,Information Technology,762424.608,1.9260,0.023908523908523908523908524,-0.0385786802030456852791878173,1.9260,13.544258907821174,-0.620021792473914
000032.SZ,2010-01-04,28.0300,8.6500,28.6100,9.4900,7.7700,交易,Information Technology,205153.4659,3.1845,0.020692115590438815554762754,0.020622160083886752883607130,3.1845,12.231513592195085,-0.32788259907218487
002263.SZ,2010-01-04,12.8300,8.5500,12.6200,9.4100,7.7000,交易,Materials,309130.8677,5.2922,-0.0163678877630553390491036633,0.008716323296354992076069731,5.2922,12.6415199862853,0.4987899451635853
000687.SZ,2010-01-04,26.0200,7.9200,25.7900,8.6200,7.0600,交易,Materials,498523.2,0.8071,-0.0088393543428132205995388163,-0.0065917022101589763474214812,1.0639,13.119405406919952,-0.9914122037111148
000514.SZ,2010-01-04,42.9000,13.5800,41.9200,14.9400,12.2200,交易,Financials,841235.2164,3.1728,-0.0228438228438228438228438228,-0.0217080152671755725190839695,3.1728,13.642626586413705,-0.14965531536649385
300005.SZ,2010-01-04,43.1700,43.5000,42.9700,47.4900,38.8500,交易,Consumer Discretionary,287899.0,5.2720,-0.0046328468844104702339587677,0.001163602513381428903886432,5.2720,12.57036500316596,0.48217184080265796
002102.SZ,2010-01-04,12.8600,8.5000,13.0400,9.3300,7.6300,交易,Consumer Discretionary,146638.3738,7.9267,0.013996889580093312597200622,-0.0007668711656441717791411043,7.9267,11.895724792708505,1.3693282642834403
600764.SH,2010-01-04,64.4500,8.1100,65.2500,8.8900,7.2700,交易,Information Technology,269716.6729,1.7685,0.012412723041117145073700543,0.017164750957854406130268199,1.7685,12.505127327387592,-0.8122403178316528
002283.SZ,2010-01-04,21.3900,21.4900,21.6200,23.5300,19.2500,交易,Consumer Discretionary,518880.0,4.7898,0.010752688172043010752688172,0.024051803885291396854764107,4.7898,13.159427921541145,0.3813712994520239
000663.SZ,2010-01-04,37.6600,9.3600,38.0600,10.2300,8.3700,交易,Materials,190594.6632,7.0963,0.010621348911311736590546999,-0.0052548607461902259590120862,7.0963,12.157904269810231,1.0984384321080896
000016.SZ,2010-01-04,78.0800,7.7000,76.9600,8.4600,6.9200,交易,Consumer Discretionary,912611.3096,1.6253,-0.0143442622950819672131147541,0,1.6253,13.724065340122735,-0.707137708505645
000885.SZ,2010-01-04,14.8600,14.3600,14.8800,15.5700,12.7400,交易,Materials,357854.7842,4.0316,0.001345895020188425302826380,0,4.0316,12.787882552366183,0.05501299927228207
600653.SH,2010-01-04,44848.1500,4.4800,44345.3700,4.9100,4.0100,交易,Consumer Discretionary,770153.7198,1.3118,-0.0112107188367859097866913128,-0.0022674294971493078082334187,1.3118,13.554345410009127,-0.8441617522266349
600722.SH,2010-01-04,36.8300,6.3000,36.8800,6.5600,5.9400,交易,Materials,263808.92,1.4713,0.001357588922074395872929677,0,1.4713,12.48298033218876,-0.9241934119366749
600480.SH,2010-01-04,23.9800,13.4800,24.4300,14.6300,11.9700,交易,Industrials,422760.0,9.0927,0.018765638031693077564637198,0.021285304952926729431027425,9.0927,12.954559921123284,1.9342693920408962
600275.SH,2010-01-04,18.9000,6.8600,18.3800,7.2000,6.5200,交易,Financials,339394.4377,2.3324,-0.0275132275132275132275132275,-0.0359085963003264417845484222,2.3324,12.73491824302098,-0.5755359940613107
000665.SZ,2010-01-04,34.5600,8.7800,34.5600,9.6500,7.8900,交易,Consumer Discretionary,155657.4899,3.5051,0,-0.0112847222222222222222222222,3.5051,11.95541329485336,-0.24591753301446334
600107.SH,2010-01-04,39.7700,15.2300,39.7900,16.9000,13.8200,交易,Consumer Discretionary,553320.0,7.4541,0.000502891626854412874025647,0.017592359889419452123649158,7.4541,13.223691774988751,1.3676257243881913
300014.SZ,2010-01-04,39.5500,39.7000,39.4700,43.5100,35.6000,交易,Industrials,347336.0,4.1347,-0.0020227560050568900126422250,-0.0134279199391943248036483405,4.1347,12.758047890141054,0.08899727954671881
600606.SH,2010-01-04,837.6900,10.1700,826.9600,11.1700,9.1400,交易,Financials,391008.2656,1.6577,-0.0128090343683224104382289391,-0.0209562735803424591274064042,1.6577,12.876483978386007,-0.8048764124906875
000573.SZ,2010-01-04,37.6000,5.3100,37.2500,5.8500,4.7900,交易,Financials,328192.2033,1.8185,-0.0093085106382978723404255319,-0.0171812080536912751677852349,1.8185,12.701354701414452,-0.7685063892243832
600283.SH,2010-01-04,16.8600,11.3400,16.8100,12.4300,10.1700,交易,Utilities,321566.91,1.4832,-0.0029655990510083036773428233,-0.0107079119571683521713265913,1.4832,12.68096091920218,-0.8942174722310245
000737.SZ,2010-01-04,22.6100,6.3400,22.7200,6.8400,5.6000,交易,Consumer Staples,342975.0,1.4402,0.004865103936311366651923927,0.006602112676056338028169014,1.4402,12.745412837194365,-0.901664199591543
